instance,n,algorithm,seed,run,tour_length,runtime_s,hk_length,hk_time_s
data13,13,Nearest-Neighbor,,10,208.70269638878278,5.859998054802418e-05,,
data13,13,Nearest-Neighbor,,11,183.75693049554275,5.759997293353081e-05,,
data13,13,Nearest-Neighbor,,12,183.75693049554275,5.13000413775444e-05,,
data13,13,Genetic Algorithm,0,0,176.68586268367724,0.0646771999890916,,
data13,13,Genetic Algorithm,1,1,176.68586268367724,0.06302630004938692,,
data13,13,Genetic Algorithm,2,2,176.68586268367724,0.05995109997456893,,
data13,13,Genetic Algorithm,3,3,176.68586268367724,0.05816889996640384,,
data13,13,Genetic Algorithm,4,4,176.68586268367727,0.05420150002464652,,
data13,13,Genetic Algorithm,5,5,176.68586268367724,0.06380399997578934,,
data13,13,Genetic Algorithm,6,6,176.68586268367724,0.0599678999860771,,
data13,13,Genetic Algorithm,7,7,176.68586268367724,0.06409030000213534,,
data13,13,Genetic Algorithm,8,8,176.68586268367724,0.05712319997837767,,
data13,13,Genetic Algorithm,9,9,176.68586268367724,0.05886990000726655,,
data13,13,Genetic Algorithm,10,10,176.68586268367724,0.05548440001439303,,
data13,13,Genetic Algorithm,11,11,176.68586268367724,0.05608040001243353,,
data13,13,Genetic Algorithm,12,12,176.68586268367724,0.06221139995614067,,
data13,13,Held-Karp,,0,176.68586268367727,0.043010500026866794,,
data13,13,Held-Karp,,1,176.68586268367727,0.045850299997255206,,
data13,13,Held-Karp,,2,176.68586268367727,0.04227199999149889,,
data13,13,Held-Karp,,3,176.68586268367727,0.043093099957332015,,
data13,13,Held-Karp,,4,176.68586268367727,0.04189059999771416,,
data13,13,Held-Karp,,5,176.68586268367727,0.042556800006423146,,
data13,13,Held-Karp,,6,176.68586268367727,0.045862600032705814,,
data13,13,Held-Karp,,7,176.68586268367727,0.04347789997700602,,
data13,13,Held-Karp,,8,176.68586268367727,0.05422409996390343,,
data13,13,Held-Karp,,9,176.68586268367727,0.04582589998608455,,
data13,13,Held-Karp,,10,176.68586268367727,0.044373499986249954,,
data13,13,Held-Karp,,11,176.68586268367727,0.039791999966837466,,
data13,13,Held-Karp,,12,176.68586268367727,0.057706400053575635,,
data13,13,Nearest-Neighbor,,0,247.39860570898864,7.830001413822174e-05,,
data13,13,Nearest-Neighbor,,1,249.50602223947607,0.0001246000174432993,,
data13,13,Nearest-Neighbor,,2,243.22602168432658,0.00025019998429343104,,
data13,13,Nearest-Neighbor,,3,204.97013393113917,0.0002538000117056072,,
data13,13,Nearest-Neighbor,,4,214.59272578036916,0.0003777000238187611,,
data13,13,Nearest-Neighbor,,5,254.25988243812608,0.00013649999164044857,,
data13,13,Nearest-Neighbor,,6,246.34889905586422,0.00012280000373721123,,
data13,13,Nearest-Neighbor,,7,220.16654334775134,9.789998875930905e-05,,
data13,13,Nearest-Neighbor,,8,207.58277538639572,9.460002183914185e-05,,
data13,13,Nearest-Neighbor,,9,197.89906611927373,9.779998799785972e-05,,
data13,13,Nearest-Neighbor,,10,208.70269638878278,9.629997657611966e-05,,
data13,13,Nearest-Neighbor,,11,183.75693049554275,9.609997505322099e-05,,
data13,13,Nearest-Neighbor,,12,183.75693049554275,9.450002107769251e-05,,
data13,13,Genetic Algorithm,0,0,176.68586268367724,0.07205129996873438,,
data13,13,Genetic Algorithm,1,1,176.68586268367724,0.06614489998901263,,
data13,13,Genetic Algorithm,2,2,176.68586268367724,0.05990900000324473,,
data13,13,Genetic Algorithm,3,3,176.68586268367724,0.060784799978137016,,
data13,13,Genetic Algorithm,4,4,176.68586268367727,0.05527760001132265,,
data13,13,Genetic Algorithm,5,5,176.68586268367724,0.05682369996793568,,
data13,13,Genetic Algorithm,6,6,176.68586268367724,0.060605499951634556,,
data13,13,Genetic Algorithm,7,7,176.68586268367724,0.05919590004486963,,
data13,13,Genetic Algorithm,8,8,176.68586268367724,0.057479400013107806,,
data13,13,Genetic Algorithm,9,9,176.68586268367724,0.06347870000172406,,
data13,13,Genetic Algorithm,10,10,176.68586268367724,0.05842509999638423,,
data13,13,Genetic Algorithm,11,11,176.68586268367724,0.05457500001648441,,
data13,13,Genetic Algorithm,12,12,176.68586268367724,0.062157100008334965,,
data40,40,Nearest-Neighbor,,0,4461.523881677936,0.0004425999941304326,,
data40,40,Nearest-Neighbor,,1,4638.936205608155,0.0003795000375248492,,
data40,40,Nearest-Neighbor,,2,4120.269947160752,0.00037810002686455846,,
data40,40,Nearest-Neighbor,,3,4681.558424436829,0.00037399999564513564,,
data40,40,Nearest-Neighbor,,4,5079.749768566804,0.0005000000237487257,,
data40,40,Nearest-Neighbor,,5,4745.016647373411,0.0003974999999627471,,
data40,40,Nearest-Neighbor,,6,4498.032581680268,0.0004865999799221754,,
data40,40,Nearest-Neighbor,,7,4120.269947160753,0.0005028000450693071,,
data40,40,Nearest-Neighbor,,8,4189.23895461525,0.00044949998846277595,,
data40,40,Nearest-Neighbor,,9,4586.658496687209,0.00039170001400634646,,
data40,40,Nearest-Neighbor,,10,4587.317507881981,0.0003887999919243157,,
data40,40,Nearest-Neighbor,,11,4695.105417521318,0.0005153999663889408,,
data40,40,Nearest-Neighbor,,12,4755.280107674437,0.00041779997991397977,,
data40,40,Genetic Algorithm,0,0,3814.974096260767,0.20610440004384145,,
data40,40,Genetic Algorithm,1,1,3814.974096260767,0.19041979999747127,,
data40,40,Genetic Algorithm,2,2,3814.974096260767,0.19118149997666478,,
data40,40,Genetic Algorithm,3,3,3814.974096260767,0.20309460000135005,,
data40,40,Genetic Algorithm,4,4,3814.974096260767,0.19755919999442995,,
data40,40,Genetic Algorithm,5,5,3814.974096260767,0.21773570001823828,,
data40,40,Genetic Algorithm,6,6,3892.6300317088794,0.2010755999945104,,
data40,40,Genetic Algorithm,7,7,3814.974096260767,0.21489119995385408,,
data40,40,Genetic Algorithm,8,8,3854.757952708683,0.20653619995573536,,
data40,40,Genetic Algorithm,9,9,3814.974096260767,0.19233769999118522,,
data40,40,Genetic Algorithm,10,10,3854.757952708683,0.19870450004236773,,
data40,40,Genetic Algorithm,11,11,3854.757952708683,0.20044729998335242,,
data40,40,Genetic Algorithm,12,12,3814.974096260767,0.2142089999979362,,
data500,500,Nearest-Neighbor,,0,16663.01021644449,0.05409579999104608,,
data500,500,Nearest-Neighbor,,1,16488.413778053316,0.050803599995560944,,
data500,500,Nearest-Neighbor,,2,16096.165281305264,0.04961480000929441,,
data500,500,Nearest-Neighbor,,3,16063.986316434628,0.04719819998717867,,
data500,500,Nearest-Neighbor,,4,16368.836733217673,0.04728359999717213,,
data500,500,Nearest-Neighbor,,5,15695.603667470154,0.05385300000489224,,
data500,500,Nearest-Neighbor,,6,16462.34652578037,0.04956539999693632,,
data500,500,Nearest-Neighbor,,7,15714.163406200574,0.055358600002364255,,
data500,500,Nearest-Neighbor,,8,15557.443036031853,0.04620289999002125,,
data500,500,Nearest-Neighbor,,9,15643.25481027467,0.04866059999039862,,
data500,500,Nearest-Neighbor,,10,15441.609175480597,0.052884599994285963,,
data500,500,Nearest-Neighbor,,11,16482.430372141196,0.04868480000004638,,
data500,500,Nearest-Neighbor,,12,15611.068729700735,0.052533099995343946,,
data500,500,Genetic Algorithm,0,0,14725.565844816798,11.75138760000118,,
data500,500,Genetic Algorithm,1,1,14709.307927895086,13.483787599994685,,
data500,500,Genetic Algorithm,2,2,15066.391518289025,12.797952400011127,,
data500,500,Genetic Algorithm,3,3,14428.165638694893,11.641499799996382,,
data500,500,Genetic Algorithm,4,4,14097.333911516987,11.387239399991813,,
data500,500,Genetic Algorithm,5,5,14218.709614431034,11.82638090000546,,
data500,500,Genetic Algorithm,6,6,14683.968126106833,11.18432319999556,,
data500,500,Genetic Algorithm,7,7,14082.774646718262,11.700028399995063,,
data500,500,Genetic Algorithm,8,8,14418.624692581645,11.194431399999303,,
data500,500,Genetic Algorithm,9,9,15086.798581163846,11.089334799995413,,
data500,500,Genetic Algorithm,10,10,15278.219623945735,11.241312600002857,,
data500,500,Genetic Algorithm,11,11,14328.428936527456,12.12541280000005,,
data500,500,Genetic Algorithm,12,12,14351.175323381653,12.075173600009293,,
data13,13,Held-Karp,,0,176.68586268367727,0.031163000006927177,,
data13,13,Held-Karp,,1,176.68586268367727,0.03323199998703785,,
data13,13,Held-Karp,,2,176.68586268367727,0.029612700003781356,,
data13,13,Held-Karp,,3,176.68586268367727,0.028759699998772703,,
data13,13,Held-Karp,,4,176.68586268367727,0.03020470000046771,,
data13,13,Held-Karp,,5,176.68586268367727,0.030525099995429628,,
data13,13,Held-Karp,,6,176.68586268367727,0.028693100000964478,,
data13,13,Held-Karp,,7,176.68586268367727,0.029398799990303814,,
data13,13,Held-Karp,,8,176.68586268367727,0.031146799999987707,,
data13,13,Held-Karp,,9,176.68586268367727,0.030154899999615736,,
data13,13,Held-Karp,,10,176.68586268367727,0.028975199995329604,,
data13,13,Held-Karp,,11,176.68586268367727,0.02921569999307394,,
data13,13,Held-Karp,,12,176.68586268367727,0.029551699990406632,,
data13,13,Nearest-Neighbor,,0,247.39860570898864,6.160000339150429e-05,,
data13,13,Nearest-Neighbor,,1,249.50602223947607,6.140000186860561e-05,,
data13,13,Nearest-Neighbor,,2,243.22602168432658,5.390000296756625e-05,,
data13,13,Nearest-Neighbor,,3,204.97013393113917,5.149999924469739e-05,,
data13,13,Nearest-Neighbor,,4,214.59272578036916,4.8000001697801054e-05,,
data13,13,Nearest-Neighbor,,5,254.25988243812608,4.669999179895967e-05,,
data13,13,Nearest-Neighbor,,6,246.34889905586422,5.3499999921768904e-05,,
data13,13,Nearest-Neighbor,,7,220.16654334775134,4.400000034365803e-05,,
data13,13,Nearest-Neighbor,,8,207.58277538639572,8.789999992586672e-05,,
data13,13,Nearest-Neighbor,,9,197.89906611927373,5.140001303516328e-05,,
data13,13,Nearest-Neighbor,,10,208.70269638878278,6.330000178422779e-05,,
data13,13,Nearest-Neighbor,,11,183.75693049554275,4.959999932907522e-05,,
data13,13,Nearest-Neighbor,,12,183.75693049554275,6.669999856967479e-05,,
data13,13,Genetic Algorithm,0,0,176.68586268367724,0.04482029999780934,,
data13,13,Genetic Algorithm,1,1,176.68586268367724,0.04354470000544097,,
data13,13,Genetic Algorithm,2,2,176.68586268367724,0.04178600000159349,,
data13,13,Genetic Algorithm,3,3,176.68586268367724,0.0422979999857489,,
data13,13,Genetic Algorithm,4,4,176.68586268367727,0.04365360000520013,,
data13,13,Genetic Algorithm,5,5,176.68586268367724,0.04726049999590032,,
data13,13,Genetic Algorithm,6,6,176.68586268367724,0.043330800006515346,,
data13,13,Genetic Algorithm,7,7,176.68586268367724,0.043140599998878315,,
data13,13,Genetic Algorithm,8,8,176.68586268367724,0.046149099987815134,,
data13,13,Genetic Algorithm,9,9,176.68586268367724,0.043099699993035756,,
data13,13,Genetic Algorithm,10,10,176.68586268367724,0.04394110001157969,,
data13,13,Genetic Algorithm,11,11,176.68586268367724,0.0413737999915611,,
data13,13,Genetic Algorithm,12,12,176.68586268367724,0.045385500008706,,
data13,13,Held-Karp,,0,176.68586268367727,0.03203879999637138,,
data13,13,Held-Karp,,1,176.68586268367727,0.03051009999762755,,
data13,13,Held-Karp,,2,176.68586268367727,0.029920600005425513,,
data13,13,Held-Karp,,3,176.68586268367727,0.029990499999257736,,
data13,13,Held-Karp,,4,176.68586268367727,0.029678999999305233,,
data13,13,Held-Karp,,5,176.68586268367727,0.048940299995592795,,
data13,13,Held-Karp,,6,176.68586268367727,0.037837099996977486,,
data13,13,Held-Karp,,7,176.68586268367727,0.03430569999909494,,
data13,13,Held-Karp,,8,176.68586268367727,0.03224229998886585,,
data13,13,Held-Karp,,9,176.68586268367727,0.03061390000220854,,
data13,13,Held-Karp,,10,176.68586268367727,0.03102720000606496,,
data13,13,Held-Karp,,11,176.68586268367727,0.031641099994885735,,
data13,13,Held-Karp,,12,176.68586268367727,0.03032089999760501,,
data13,13,Nearest-Neighbor,,0,247.39860570898864,6.0999998822808266e-05,,
data13,13,Nearest-Neighbor,,1,249.50602223947607,5.119999696034938e-05,,
data13,13,Nearest-Neighbor,,2,243.22602168432658,4.640000406652689e-05,,
data13,13,Nearest-Neighbor,,3,204.97013393113917,6.219999340828508e-05,,
data13,13,Nearest-Neighbor,,4,214.59272578036916,4.2400002712383866e-05,,
data13,13,Nearest-Neighbor,,5,254.25988243812608,5.400000372901559e-05,,
data13,13,Nearest-Neighbor,,6,246.34889905586422,4.199999966658652e-05,,
data13,13,Nearest-Neighbor,,7,220.16654334775134,6.500000017695129e-05,,
data13,13,Nearest-Neighbor,,8,207.58277538639572,5.200000305194408e-05,,
data13,13,Nearest-Neighbor,,9,197.89906611927373,5.18000015290454e-05,,
data13,13,Nearest-Neighbor,,10,208.70269638878278,4.849999095313251e-05,,
data13,13,Nearest-Neighbor,,11,183.75693049554275,4.339999577496201e-05,,
data13,13,Nearest-Neighbor,,12,183.75693049554275,5.079999391455203e-05,,
data13,13,Genetic Algorithm,0,0,176.68586268367724,0.04478789999848232,,
data13,13,Genetic Algorithm,1,1,176.68586268367724,0.045739299996057525,,
data13,13,Genetic Algorithm,2,2,176.68586268367724,0.04333739999856334,,
data13,13,Genetic Algorithm,3,3,176.68586268367724,0.04415760000119917,,
data13,13,Genetic Algorithm,4,4,176.68586268367727,0.04714110000350047,,
data13,13,Genetic Algorithm,5,5,176.68586268367724,0.04240890000073705,,
data13,13,Genetic Algorithm,6,6,176.68586268367724,0.045236399993882515,,
data13,13,Genetic Algorithm,7,7,176.68586268367724,0.043716999993193895,,
data13,13,Genetic Algorithm,8,8,176.68586268367724,0.04313959999126382,,
data13,13,Genetic Algorithm,9,9,176.68586268367724,0.04264849999162834,,
data13,13,Genetic Algorithm,10,10,176.68586268367724,0.04302009999810252,,
data13,13,Genetic Algorithm,11,11,176.68586268367724,0.05420569999841973,,
data13,13,Genetic Algorithm,12,12,176.68586268367724,0.044826900004409254,,
data13,13,Held-Karp,,0,176.68586268367727,0.02915699999721255,,
data13,13,Held-Karp,,1,176.68586268367727,0.03665999999793712,,
data13,13,Held-Karp,,2,176.68586268367727,0.027230399995460175,,
data13,13,Held-Karp,,3,176.68586268367727,0.028803499997593462,,
data13,13,Held-Karp,,4,176.68586268367727,0.028085600002668798,,
data13,13,Held-Karp,,5,176.68586268367727,0.02857189999485854,,
data13,13,Held-Karp,,6,176.68586268367727,0.028174599996418692,,
data13,13,Held-Karp,,7,176.68586268367727,0.03017559999716468,,
data13,13,Held-Karp,,8,176.68586268367727,0.028668700004345737,,
data13,13,Held-Karp,,9,176.68586268367727,0.027754800001275726,,
data13,13,Held-Karp,,10,176.68586268367727,0.034875700002885424,,
data13,13,Held-Karp,,11,176.68586268367727,0.03097370000614319,,
data13,13,Held-Karp,,12,176.68586268367727,0.03292300000612158,,
data13,13,Nearest-Neighbor,,0,247.39860570898864,6.170000415295362e-05,,
data13,13,Nearest-Neighbor,,1,249.50602223947607,5.43000060133636e-05,,
data13,13,Nearest-Neighbor,,2,243.22602168432658,5.40999899385497e-05,,
data13,13,Nearest-Neighbor,,3,204.97013393113917,5.060000694356859e-05,,
data13,13,Nearest-Neighbor,,4,214.59272578036916,5.329999839887023e-05,,
data13,13,Nearest-Neighbor,,5,254.25988243812608,4.9000009312294424e-05,,
data13,13,Nearest-Neighbor,,6,246.34889905586422,5.460000829771161e-05,,
data13,13,Nearest-Neighbor,,7,220.16654334775134,4.369999805931002e-05,,
data13,13,Nearest-Neighbor,,8,207.58277538639572,5.149999924469739e-05,,
data13,13,Nearest-Neighbor,,9,197.89906611927373,4.7599998652003706e-05,,
data13,13,Nearest-Neighbor,,10,208.70269638878278,4.570001328829676e-05,,
data13,13,Nearest-Neighbor,,11,183.75693049554275,4.549999721348286e-05,,
data13,13,Nearest-Neighbor,,12,183.75693049554275,6.259999645408243e-05,,
data13,13,Genetic Algorithm,0,0,176.68586268367724,0.04458260000683367,,
data13,13,Genetic Algorithm,1,1,176.68586268367724,0.04292859999986831,,
data13,13,Genetic Algorithm,2,2,176.68586268367724,0.04183500001090579,,
data13,13,Genetic Algorithm,3,3,176.68586268367724,0.042964499996742234,,
data13,13,Genetic Algorithm,4,4,176.68586268367727,0.043222699998295866,,
data13,13,Genetic Algorithm,5,5,176.68586268367724,0.049085399994510226,,
data13,13,Genetic Algorithm,6,6,176.68586268367724,0.044538500005728565,,
data13,13,Genetic Algorithm,7,7,176.68586268367724,0.04178839999076445,,
data13,13,Genetic Algorithm,8,8,176.68586268367724,0.055325299996184185,,
data13,13,Genetic Algorithm,9,9,176.68586268367724,0.04476530000101775,,
data13,13,Genetic Algorithm,10,10,176.68586268367724,0.04322979999415111,,
data13,13,Genetic Algorithm,11,11,176.68586268367724,0.04284169999300502,,
data13,13,Genetic Algorithm,12,12,176.68586268367724,0.045208800002001226,,
data40,40,Nearest-Neighbor,,0,4461.523881677936,0.00041799999598879367,,
data40,40,Nearest-Neighbor,,1,4638.936205608155,0.0003654000029200688,,
data40,40,Nearest-Neighbor,,2,4120.269947160752,0.0003656000044429675,,
data40,40,Nearest-Neighbor,,3,4681.558424436829,0.0004698999982792884,,
data40,40,Nearest-Neighbor,,4,5079.749768566804,0.0003829000052064657,,
data40,40,Nearest-Neighbor,,5,4745.016647373411,0.000381199992261827,,
data40,40,Nearest-Neighbor,,6,4498.032581680268,0.00036130000080447644,,
data40,40,Nearest-Neighbor,,7,4120.269947160753,0.00033460000122431666,,
data40,40,Nearest-Neighbor,,8,4189.23895461525,0.00035859999479725957,,
data40,40,Nearest-Neighbor,,9,4586.658496687209,0.00037059999885968864,,
data40,40,Nearest-Neighbor,,10,4587.317507881981,0.00029070000164210796,,
data40,40,Nearest-Neighbor,,11,4695.105417521318,0.00029120000544935465,,
data40,40,Nearest-Neighbor,,12,4755.280107674437,0.0003414000093471259,,
data40,40,Genetic Algorithm,0,0,3814.974096260767,0.1615033999987645,,
data40,40,Genetic Algorithm,1,1,3814.974096260767,0.1577092000079574,,
data40,40,Genetic Algorithm,2,2,3814.974096260767,0.1659131000051275,,
data40,40,Genetic Algorithm,3,3,3814.974096260767,0.16108069999609143,,
data40,40,Genetic Algorithm,4,4,3814.974096260767,0.1563424999912968,,
data40,40,Genetic Algorithm,5,5,3814.974096260767,0.15626899999915622,,
data40,40,Genetic Algorithm,6,6,3892.6300317088794,0.15793359999952372,,
data40,40,Genetic Algorithm,7,7,3814.974096260767,0.15318850000039674,,
data40,40,Genetic Algorithm,8,8,3854.757952708683,0.15111099999921862,,
data40,40,Genetic Algorithm,9,9,3814.974096260767,0.1480172000010498,,
data40,40,Genetic Algorithm,10,10,3854.757952708683,0.14942849999351893,,
data40,40,Genetic Algorithm,11,11,3854.757952708683,0.1575377999979537,,
data40,40,Genetic Algorithm,12,12,3814.974096260767,0.14767210000718478,,
data40,40,Nearest-Neighbor,,0,4461.523881677936,0.0003643000090960413,,
data40,40,Nearest-Neighbor,,1,4638.936205608155,0.0003647999983513728,,
data40,40,Nearest-Neighbor,,2,4120.269947160752,0.0003971999976783991,,
data40,40,Nearest-Neighbor,,3,4681.558424436829,0.0004415000003064051,,
data40,40,Nearest-Neighbor,,4,5079.749768566804,0.0003609000123105943,,
data40,40,Nearest-Neighbor,,5,4745.016647373411,0.0003612000000430271,,
data40,40,Nearest-Neighbor,,6,4498.032581680268,0.0003558000025805086,,
data40,40,Nearest-Neighbor,,7,4120.269947160753,0.0003558000025805086,,
data40,40,Nearest-Neighbor,,8,4189.23895461525,0.0003583999932743609,,
data40,40,Nearest-Neighbor,,9,4586.658496687209,0.00038470000436063856,,
data40,40,Nearest-Neighbor,,10,4587.317507881981,0.0005253999988781288,,
data40,40,Nearest-Neighbor,,11,4695.105417521318,0.00036619999445974827,,
data40,40,Nearest-Neighbor,,12,4755.280107674437,0.0003594999870983884,,
data40,40,Genetic Algorithm,0,0,3814.974096260767,0.15387550000741612,,
data40,40,Genetic Algorithm,1,1,3814.974096260767,0.15237000001070555,,
data40,40,Genetic Algorithm,2,2,3814.974096260767,0.15451160000520758,,
data40,40,Genetic Algorithm,3,3,3814.974096260767,0.1545451999991201,,
data40,40,Genetic Algorithm,4,4,3814.974096260767,0.1555168000049889,,
data40,40,Genetic Algorithm,5,5,3814.974096260767,0.14829250000184402,,
data40,40,Genetic Algorithm,6,6,3892.6300317088794,0.15555559999484103,,
data40,40,Genetic Algorithm,7,7,3814.974096260767,0.15779230000043754,,
data40,40,Genetic Algorithm,8,8,3854.757952708683,0.15143100000568666,,
data40,40,Genetic Algorithm,9,9,3814.974096260767,0.15072729998792056,,
data40,40,Genetic Algorithm,10,10,3854.757952708683,0.15329440000641625,,
data40,40,Genetic Algorithm,11,11,3854.757952708683,0.15177770001173485,,
data40,40,Genetic Algorithm,12,12,3814.974096260767,0.1660422999993898,,
data13,13,Held-Karp,,0,176.68586268367727,0.03459199999633711,,
data13,13,Held-Karp,,1,176.68586268367727,0.030819999999948777,,
data13,13,Held-Karp,,2,176.68586268367727,0.031147300003794953,,
data13,13,Held-Karp,,3,176.68586268367727,0.03186089999508113,,
data13,13,Held-Karp,,4,176.68586268367727,0.03160790000401903,,
data13,13,Held-Karp,,5,176.68586268367727,0.032352199996239506,,
data13,13,Held-Karp,,6,176.68586268367727,0.03204649999679532,,
data13,13,Held-Karp,,7,176.68586268367727,0.032370900007663295,,
data13,13,Held-Karp,,8,176.68586268367727,0.02823589999752585,,
data13,13,Held-Karp,,9,176.68586268367727,0.03274169999349397,,
data13,13,Held-Karp,,10,176.68586268367727,0.02914779999991879,,
data13,13,Held-Karp,,11,176.68586268367727,0.0356339999998454,,
data13,13,Held-Karp,,12,176.68586268367727,0.031183099999907427,,
data13,13,Nearest-Neighbor,,0,247.39860570898864,6.810000922996551e-05,,
data13,13,Nearest-Neighbor,,1,249.50602223947607,6.86999992467463e-05,,
data13,13,Nearest-Neighbor,,2,243.22602168432658,5.77000027988106e-05,,
data13,13,Nearest-Neighbor,,3,204.97013393113917,6.2700011767447e-05,,
data13,13,Nearest-Neighbor,,4,214.59272578036916,4.3199994252063334e-05,,
data13,13,Nearest-Neighbor,,5,254.25988243812608,5.319999763742089e-05,,
data13,13,Nearest-Neighbor,,6,246.34889905586422,5.4899996030144393e-05,,
data13,13,Nearest-Neighbor,,7,220.16654334775134,5.370000144466758e-05,,
data13,13,Nearest-Neighbor,,8,207.58277538639572,8.230000094044954e-05,,
data13,13,Nearest-Neighbor,,9,197.89906611927373,5.2099989261478186e-05,,
data13,13,Nearest-Neighbor,,10,208.70269638878278,5.4500007536262274e-05,,
data13,13,Nearest-Neighbor,,11,183.75693049554275,4.509999416768551e-05,,
data13,13,Nearest-Neighbor,,12,183.75693049554275,6.510000093840063e-05,,
data13,13,Genetic Algorithm,0,0,176.68586268367724,0.043550299989874475,,
data13,13,Genetic Algorithm,1,1,176.68586268367724,0.044538600006490014,,
data13,13,Genetic Algorithm,2,2,176.68586268367724,0.04104819998610765,,
data13,13,Genetic Algorithm,3,3,176.68586268367724,0.04336480000347365,,
data13,13,Genetic Algorithm,4,4,176.68586268367727,0.04462829999101814,,
data13,13,Genetic Algorithm,5,5,176.68586268367724,0.042905800000880845,,
data13,13,Genetic Algorithm,6,6,176.68586268367724,0.04377730000123847,,
data13,13,Genetic Algorithm,7,7,176.68586268367724,0.04375389999768231,,
data13,13,Genetic Algorithm,8,8,176.68586268367724,0.04049870000744704,,
data13,13,Genetic Algorithm,9,9,176.68586268367724,0.04117019999830518,,
data13,13,Genetic Algorithm,10,10,176.68586268367724,0.04133199999341741,,
data13,13,Genetic Algorithm,11,11,176.68586268367724,0.04403299999830779,,
data13,13,Genetic Algorithm,12,12,176.68586268367724,0.04140670000924729,,
data13,13,Held-Karp,,0,176.68586268367727,0.027828499994939193,,
data13,13,Held-Karp,,1,176.68586268367727,0.027733800001442432,,
data13,13,Held-Karp,,2,176.68586268367727,0.029703600011998788,,
data13,13,Held-Karp,,3,176.68586268367727,0.028558499994687736,,
data13,13,Held-Karp,,4,176.68586268367727,0.02847920000203885,,
data13,13,Held-Karp,,5,176.68586268367727,0.02742619998753071,,
data13,13,Held-Karp,,6,176.68586268367727,0.02837430001818575,,
data13,13,Held-Karp,,7,176.68586268367727,0.027714099996956065,,
data13,13,Held-Karp,,8,176.68586268367727,0.026875700015807524,,
data13,13,Held-Karp,,9,176.68586268367727,0.02718010000535287,,
data13,13,Held-Karp,,10,176.68586268367727,0.026210300013190135,,
data13,13,Held-Karp,,11,176.68586268367727,0.029397499980404973,,
data13,13,Held-Karp,,12,176.68586268367727,0.028548400005092844,,
data13,13,Nearest-Neighbor,,0,188.65942515480515,0.00016759999562054873,,
data13,13,Nearest-Neighbor,,1,176.68586268367727,0.00014439999358728528,,
data13,13,Nearest-Neighbor,,2,176.68586268367727,0.0001204000145662576,,
data13,13,Nearest-Neighbor,,3,176.68586268367727,0.0001323999895248562,,
data13,13,Nearest-Neighbor,,4,176.6858626836773,9.439999121241271e-05,,
data13,13,Nearest-Neighbor,,5,176.68586268367727,0.00010989999282173812,,
data13,13,Nearest-Neighbor,,6,176.68586268367727,0.00014150000060908496,,
data13,13,Nearest-Neighbor,,7,176.68586268367727,0.00014249997911974788,,
data13,13,Nearest-Neighbor,,8,176.6858626836773,0.00010579999070614576,,
data13,13,Nearest-Neighbor,,9,176.68586268367727,9.089999366551638e-05,,
data13,13,Nearest-Neighbor,,10,176.68586268367727,0.00012650000280700624,,
data13,13,Nearest-Neighbor,,11,176.68586268367727,7.170002209022641e-05,,
data13,13,Nearest-Neighbor,,12,176.68586268367727,7.349997758865356e-05,,
data13,13,Genetic Algorithm,0,0,176.68586268367724,0.04283500000019558,,
data13,13,Genetic Algorithm,1,1,176.68586268367724,0.04454719999921508,,
data13,13,Genetic Algorithm,2,2,176.68586268367724,0.04074890000629239,,
data13,13,Genetic Algorithm,3,3,176.68586268367724,0.042070900002727285,,
data13,13,Genetic Algorithm,4,4,176.68586268367727,0.042905000009341165,,
data13,13,Genetic Algorithm,5,5,176.68586268367724,0.04290239998954348,,
data13,13,Genetic Algorithm,6,6,176.68586268367724,0.041276700008893386,,
data13,13,Genetic Algorithm,7,7,176.68586268367724,0.04123259999323636,,
data13,13,Genetic Algorithm,8,8,176.68586268367724,0.040605499991215765,,
data13,13,Genetic Algorithm,9,9,176.68586268367724,0.04147340002236888,,
data13,13,Genetic Algorithm,10,10,176.68586268367724,0.04125129999010824,,
data13,13,Genetic Algorithm,11,11,176.68586268367724,0.04265500002657063,,
data13,13,Genetic Algorithm,12,12,176.68586268367724,0.040697499993257225,,
data200,200,Nearest-Neighbor,,0,9037.996024458214,0.10652520001167431,,
data200,200,Nearest-Neighbor,,1,8822.428426502094,0.15576500000315718,,
data200,200,Nearest-Neighbor,,2,8734.337186546629,0.23614739999175072,,
data200,200,Nearest-Neighbor,,3,8813.69654118105,0.15958259999752045,,
data200,200,Nearest-Neighbor,,4,8474.34827622965,0.20781950000673532,,
data200,200,Nearest-Neighbor,,5,9166.27767655714,0.12010249999002554,,
data200,200,Nearest-Neighbor,,6,8754.178443857296,0.1608319999941159,,
data200,200,Nearest-Neighbor,,7,8697.15148952825,0.18571239997982047,,
data200,200,Nearest-Neighbor,,8,8845.273853042489,0.21755309999571182,,
data200,200,Nearest-Neighbor,,9,8748.283296411291,0.17623949999688193,,
data200,200,Nearest-Neighbor,,10,8638.210706040672,0.1861798000172712,,
data200,200,Nearest-Neighbor,,11,8523.650303787823,0.2180991999921389,,
data200,200,Nearest-Neighbor,,12,8701.970759811828,0.2691330000234302,,
data200,200,Genetic Algorithm,0,0,8756.743227692012,1.982847400009632,,
data200,200,Genetic Algorithm,1,1,8679.279981077592,2.0587626000051387,,
data200,200,Genetic Algorithm,2,2,8659.906684077576,2.180345499975374,,
