instance,n,algorithm,seed,run,tour_length,runtime_s,hk_length,hk_time_s
data13,13,Genetic Algorithm,1,1,176.68586268367724,0.054981299967039376,,
data13,13,Genetic Algorithm,2,2,176.68586268367724,0.05262070003664121,,
data13,13,Genetic Algorithm,3,3,176.68586268367724,0.06380639999406412,,
data13,13,Genetic Algorithm,4,4,176.68586268367727,0.05963939998764545,,
data13,13,Genetic Algorithm,5,5,176.68586268367724,0.0562080999952741,,
data13,13,Genetic Algorithm,6,6,176.68586268367724,0.054070399957709014,,
data13,13,Genetic Algorithm,7,7,176.68586268367724,0.05715270002838224,,
data13,13,Genetic Algorithm,8,8,176.68586268367724,0.061410300026182085,,
data13,13,Genetic Algorithm,9,9,176.68586268367724,0.05274229997303337,,
data13,13,Genetic Algorithm,10,10,176.68586268367724,0.05658060003770515,,
data13,13,Genetic Algorithm,11,11,176.68586268367724,0.06036359997233376,,
data13,13,Genetic Algorithm,12,12,176.68586268367724,0.06646020000334829,,
data40,40,Nearest-Neighbor,,0,4461.523881677936,0.00046820001443848014,,
data40,40,Nearest-Neighbor,,1,4638.936205608155,0.00037640001391991973,,
data40,40,Nearest-Neighbor,,2,4120.269947160752,0.00037029996747151017,,
data40,40,Nearest-Neighbor,,3,4681.558424436829,0.0005030999891459942,,
data40,40,Nearest-Neighbor,,4,5079.749768566804,0.00037640001391991973,,
data40,40,Nearest-Neighbor,,5,4745.016647373411,0.000374099996406585,,
data40,40,Nearest-Neighbor,,6,4498.032581680268,0.00037789996713399887,,
data40,40,Nearest-Neighbor,,7,4120.269947160753,0.0004621000261977315,,
data40,40,Nearest-Neighbor,,8,4189.23895461525,0.0003758000093512237,,
data40,40,Nearest-Neighbor,,9,4586.658496687209,0.000374099996406585,,
data40,40,Nearest-Neighbor,,10,4587.317507881981,0.0003798999823629856,,
data40,40,Nearest-Neighbor,,11,4695.105417521318,0.000381499994546175,,
data40,40,Nearest-Neighbor,,12,4755.280107674437,0.00045460002729669213,,
data40,40,Genetic Algorithm,0,0,3814.974096260767,0.20996000000741333,,
data40,40,Genetic Algorithm,1,1,3814.974096260767,0.20231030002469197,,
data40,40,Genetic Algorithm,2,2,3814.974096260767,0.1998343999730423,,
data40,40,Genetic Algorithm,3,3,3814.974096260767,0.19962550001218915,,
data40,40,Genetic Algorithm,4,4,3814.974096260767,0.19800420000683516,,
data40,40,Genetic Algorithm,5,5,3814.974096260767,0.20310350001091138,,
data40,40,Genetic Algorithm,6,6,3892.6300317088794,0.19386100000701845,,
data40,40,Genetic Algorithm,7,7,3814.974096260767,0.1944491000031121,,
data40,40,Genetic Algorithm,8,8,3854.757952708683,0.19927050004480407,,
data40,40,Genetic Algorithm,9,9,3814.974096260767,0.20180700003402308,,
data40,40,Genetic Algorithm,10,10,3854.757952708683,0.19165110000176355,,
data40,40,Genetic Algorithm,11,11,3854.757952708683,0.19556490000104532,,
data40,40,Genetic Algorithm,12,12,3814.974096260767,0.20245839998824522,,
data13,13,Held-Karp,,0,176.68586268367727,0.04741110000759363,,
data13,13,Held-Karp,,1,176.68586268367727,0.03967339999508113,,
data13,13,Held-Karp,,2,176.68586268367727,0.03977989999111742,,
data13,13,Held-Karp,,3,176.68586268367727,0.04006410000147298,,
data13,13,Held-Karp,,4,176.68586268367727,0.04403889999957755,,
data13,13,Held-Karp,,5,176.68586268367727,0.06791199999861419,,
data13,13,Held-Karp,,6,176.68586268367727,0.06410529999993742,,
data13,13,Held-Karp,,7,176.68586268367727,0.05738120002206415,,
data13,13,Held-Karp,,8,176.68586268367727,0.04587309999624267,,
data13,13,Held-Karp,,9,176.68586268367727,0.04189219995168969,,
data13,13,Held-Karp,,10,176.68586268367727,0.04269069997826591,,
data13,13,Held-Karp,,11,176.68586268367727,0.039666099997702986,,
data13,13,Held-Karp,,12,176.68586268367727,0.0388956000097096,,
data13,13,Nearest-Neighbor,,0,247.39860570898864,6.639998173341155e-05,,
data13,13,Nearest-Neighbor,,1,249.50602223947607,7.290003122761846e-05,,
data13,13,Nearest-Neighbor,,2,243.22602168432658,6.630003917962313e-05,,
data13,13,Nearest-Neighbor,,3,204.97013393113917,5.770003190264106e-05,,
data13,13,Nearest-Neighbor,,4,214.59272578036916,5.339999916031957e-05,,
data13,13,Nearest-Neighbor,,5,254.25988243812608,5.189998773857951e-05,,
data13,13,Nearest-Neighbor,,6,246.34889905586422,5.059997783973813e-05,,
data13,13,Nearest-Neighbor,,7,220.16654334775134,5.15999854542315e-05,,
data13,13,Nearest-Neighbor,,8,207.58277538639572,5.7800032664090395e-05,,
data13,13,Nearest-Neighbor,,9,197.89906611927373,5.199998850002885e-05,,
data13,13,Nearest-Neighbor,,10,208.70269638878278,4.959997022524476e-05,,
data13,13,Nearest-Neighbor,,11,183.75693049554275,5.7100027333945036e-05,,
data13,13,Nearest-Neighbor,,12,183.75693049554275,5.169998621568084e-05,,
data13,13,Genetic Algorithm,0,0,176.68586268367724,0.05884310003602877,,
data13,13,Genetic Algorithm,1,1,176.68586268367724,0.05157630000030622,,
data13,13,Genetic Algorithm,2,2,176.68586268367724,0.05505970004014671,,
data13,13,Genetic Algorithm,3,3,176.68586268367724,0.05414720001863316,,
data13,13,Genetic Algorithm,4,4,176.68586268367727,0.0570272000040859,,
data13,13,Genetic Algorithm,5,5,176.68586268367724,0.05568460002541542,,
data13,13,Genetic Algorithm,6,6,176.68586268367724,0.05621549999341369,,
data13,13,Genetic Algorithm,7,7,176.68586268367724,0.05549629998859018,,
data13,13,Genetic Algorithm,8,8,176.68586268367724,0.05101280001690611,,
data13,13,Genetic Algorithm,9,9,176.68586268367724,0.05470779997995123,,
data13,13,Genetic Algorithm,10,10,176.68586268367724,0.058691299986094236,,
data13,13,Genetic Algorithm,11,11,176.68586268367724,0.06296549999387935,,
data13,13,Genetic Algorithm,12,12,176.68586268367724,0.05418710003141314,,
data13,13,Held-Karp,,0,176.68586268367727,0.05577189999166876,,
data13,13,Held-Karp,,1,176.68586268367727,0.05335810000542551,,
data13,13,Held-Karp,,2,176.68586268367727,0.04487909999443218,,
data13,13,Held-Karp,,3,176.68586268367727,0.04588190000504255,,
data13,13,Held-Karp,,4,176.68586268367727,0.04647920001298189,,
data13,13,Held-Karp,,5,176.68586268367727,0.05037190002622083,,
data13,13,Held-Karp,,6,176.68586268367727,0.040615800011437386,,
data13,13,Held-Karp,,7,176.68586268367727,0.04543070000363514,,
data13,13,Held-Karp,,8,176.68586268367727,0.04296029999386519,,
data13,13,Held-Karp,,9,176.68586268367727,0.04467010003281757,,
data13,13,Held-Karp,,10,176.68586268367727,0.039700600027572364,,
data13,13,Held-Karp,,11,176.68586268367727,0.04052460001548752,,
data13,13,Held-Karp,,12,176.68586268367727,0.0377909000380896,,
data13,13,Nearest-Neighbor,,0,247.39860570898864,6.980000762268901e-05,,
data13,13,Nearest-Neighbor,,1,249.50602223947607,7.500004721805453e-05,,
data13,13,Nearest-Neighbor,,2,243.22602168432658,5.590001819655299e-05,,
data13,13,Nearest-Neighbor,,3,204.97013393113917,5.870003951713443e-05,,
data13,13,Nearest-Neighbor,,4,214.59272578036916,8.790002902969718e-05,,
data13,13,Nearest-Neighbor,,5,254.25988243812608,5.440000677481294e-05,,
data13,13,Nearest-Neighbor,,6,246.34889905586422,6.049999501556158e-05,,
data13,13,Nearest-Neighbor,,7,220.16654334775134,5.4800009820610285e-05,,
data13,13,Nearest-Neighbor,,8,207.58277538639572,4.899996565654874e-05,,
data13,13,Nearest-Neighbor,,9,197.89906611927373,4.7900015488266945e-05,,
data13,13,Nearest-Neighbor,,10,208.70269638878278,4.649994662031531e-05,,
data13,13,Nearest-Neighbor,,11,183.75693049554275,7.589999586343765e-05,,
data13,13,Nearest-Neighbor,,12,183.75693049554275,5.0799979362636805e-05,,
data13,13,Genetic Algorithm,0,0,176.68586268367724,0.05932230001781136,,
data13,13,Genetic Algorithm,1,1,176.68586268367724,0.0562326000072062,,
data13,13,Genetic Algorithm,2,2,176.68586268367724,0.06490870000561699,,
data13,13,Genetic Algorithm,3,3,176.68586268367724,0.05767549999291077,,
data13,13,Genetic Algorithm,4,4,176.68586268367727,0.05196229997090995,,
data13,13,Genetic Algorithm,5,5,176.68586268367724,0.057571400015149266,,
data13,13,Genetic Algorithm,6,6,176.68586268367724,0.06231660000048578,,
data13,13,Genetic Algorithm,7,7,176.68586268367724,0.05484709999291226,,
data13,13,Genetic Algorithm,8,8,176.68586268367724,0.0716291000135243,,
data13,13,Genetic Algorithm,9,9,176.68586268367724,0.06577390001621097,,
data13,13,Genetic Algorithm,10,10,176.68586268367724,0.05965810001362115,,
data13,13,Genetic Algorithm,11,11,176.68586268367724,0.056752200005576015,,
data13,13,Genetic Algorithm,12,12,176.68586268367724,0.062272800016216934,,
data13,13,Held-Karp,,0,176.68586268367727,0.04363050003303215,,
data13,13,Held-Karp,,1,176.68586268367727,0.04434099997160956,,
data13,13,Held-Karp,,2,176.68586268367727,0.053152000007685274,,
data13,13,Held-Karp,,3,176.68586268367727,0.04554060002556071,,
data13,13,Held-Karp,,4,176.68586268367727,0.04592689999844879,,
data13,13,Held-Karp,,5,176.68586268367727,0.04419049998978153,,
data13,13,Held-Karp,,6,176.68586268367727,0.04385399998864159,,
data13,13,Held-Karp,,7,176.68586268367727,0.04389830003492534,,
data13,13,Held-Karp,,8,176.68586268367727,0.0421708999783732,,
data13,13,Held-Karp,,9,176.68586268367727,0.042786600010003895,,
data13,13,Held-Karp,,10,176.68586268367727,0.04278279998106882,,
data13,13,Held-Karp,,11,176.68586268367727,0.04408319998765364,,
data13,13,Held-Karp,,12,176.68586268367727,0.03925349999917671,,
data13,13,Nearest-Neighbor,,0,247.39860570898864,9.329995373263955e-05,,
data13,13,Nearest-Neighbor,,1,249.50602223947607,5.3499999921768904e-05,,
data13,13,Nearest-Neighbor,,2,243.22602168432658,7.390003884211183e-05,,
data13,13,Nearest-Neighbor,,3,204.97013393113917,6.86999992467463e-05,,
data13,13,Nearest-Neighbor,,4,214.59272578036916,6.900000153109431e-05,,
data13,13,Nearest-Neighbor,,5,254.25988243812608,5.4999953135848045e-05,,
data13,13,Nearest-Neighbor,,6,246.34889905586422,6.659998325631022e-05,,
data13,13,Nearest-Neighbor,,7,220.16654334775134,5.420000525191426e-05,,
data13,13,Nearest-Neighbor,,8,207.58277538639572,4.899996565654874e-05,,
data13,13,Nearest-Neighbor,,9,197.89906611927373,4.8600020818412304e-05,,
data13,13,Nearest-Neighbor,,10,208.70269638878278,5.3099996875971556e-05,,
data13,13,Nearest-Neighbor,,11,183.75693049554275,4.900002386420965e-05,,
data13,13,Nearest-Neighbor,,12,183.75693049554275,5.229999078437686e-05,,
data13,13,Genetic Algorithm,0,0,176.68586268367724,0.056187600013799965,,
data13,13,Genetic Algorithm,1,1,176.68586268367724,0.053813100035768,,
data13,13,Genetic Algorithm,2,2,176.68586268367724,0.05224560003262013,,
data13,13,Genetic Algorithm,3,3,176.68586268367724,0.059301699977368116,,
data13,13,Genetic Algorithm,4,4,176.68586268367727,0.060176300001330674,,
data13,13,Genetic Algorithm,5,5,176.68586268367724,0.05248130002291873,,
data13,13,Genetic Algorithm,6,6,176.68586268367724,0.05481490003876388,,
data13,13,Genetic Algorithm,7,7,176.68586268367724,0.05446790001587942,,
data13,13,Genetic Algorithm,8,8,176.68586268367724,0.057408599997870624,,
data13,13,Genetic Algorithm,9,9,176.68586268367724,0.05569369997829199,,
data13,13,Genetic Algorithm,10,10,176.68586268367724,0.053145800018683076,,
data13,13,Genetic Algorithm,11,11,176.68586268367724,0.052867300051730126,,
data13,13,Genetic Algorithm,12,12,176.68586268367724,0.05510590004269034,,
data13,13,Held-Karp,,0,176.68586268367727,0.04927649995079264,,
data13,13,Held-Karp,,1,176.68586268367727,0.04184830002486706,,
data13,13,Held-Karp,,2,176.68586268367727,0.044838599977083504,,
data13,13,Held-Karp,,3,176.68586268367727,0.043712500017136335,,
data13,13,Held-Karp,,4,176.68586268367727,0.04881919996114448,,
data13,13,Held-Karp,,5,176.68586268367727,0.03926430002320558,,
data13,13,Held-Karp,,6,176.68586268367727,0.043666400015354156,,
data13,13,Held-Karp,,7,176.68586268367727,0.039061899995431304,,
data13,13,Held-Karp,,8,176.68586268367727,0.038597900012973696,,
data13,13,Held-Karp,,9,176.68586268367727,0.04749690002063289,,
data13,13,Held-Karp,,10,176.68586268367727,0.0427860000054352,,
data13,13,Held-Karp,,11,176.68586268367727,0.04635780001990497,,
data13,13,Held-Karp,,12,176.68586268367727,0.040276599989738315,,
data13,13,Nearest-Neighbor,,0,247.39860570898864,0.00010249996557831764,,
data13,13,Nearest-Neighbor,,1,249.50602223947607,8.159998105838895e-05,,
data13,13,Nearest-Neighbor,,2,243.22602168432658,6.40999642200768e-05,,
data13,13,Nearest-Neighbor,,3,204.97013393113917,5.6500022765249014e-05,,
data13,13,Nearest-Neighbor,,4,214.59272578036916,7.469998672604561e-05,,
data13,13,Nearest-Neighbor,,5,254.25988243812608,5.319999763742089e-05,,
data13,13,Nearest-Neighbor,,6,246.34889905586422,5.440000677481294e-05,,
data13,13,Nearest-Neighbor,,7,220.16654334775134,7.240002742037177e-05,,
data13,13,Nearest-Neighbor,,8,207.58277538639572,5.269999383017421e-05,,
data13,13,Nearest-Neighbor,,9,197.89906611927373,5.3800002206116915e-05,,
data13,13,Nearest-Neighbor,,10,208.70269638878278,4.9499969463795424e-05,,
data13,13,Nearest-Neighbor,,11,183.75693049554275,5.360000068321824e-05,,
data13,13,Nearest-Neighbor,,12,183.75693049554275,5.339999916031957e-05,,
data13,13,Genetic Algorithm,0,0,176.68586268367724,0.05657489999430254,,
data13,13,Genetic Algorithm,1,1,176.68586268367724,0.06488780002109706,,
data13,13,Genetic Algorithm,2,2,176.68586268367724,0.07051640003919601,,
data13,13,Genetic Algorithm,3,3,176.68586268367724,0.06414400000358,,
data13,13,Genetic Algorithm,4,4,176.68586268367727,0.05386980000184849,,
data13,13,Genetic Algorithm,5,5,176.68586268367724,0.05590080004185438,,
data13,13,Genetic Algorithm,6,6,176.68586268367724,0.05579569999827072,,
data13,13,Genetic Algorithm,7,7,176.68586268367724,0.05614389997208491,,
data13,13,Genetic Algorithm,8,8,176.68586268367724,0.05642259999876842,,
data13,13,Genetic Algorithm,9,9,176.68586268367724,0.058402599999681115,,
data13,13,Genetic Algorithm,10,10,176.68586268367724,0.052553099987562746,,
data13,13,Genetic Algorithm,11,11,176.68586268367724,0.06448419997468591,,
data13,13,Genetic Algorithm,12,12,176.68586268367724,0.06113200000254437,,
data13,13,Held-Karp,,0,176.68586268367727,0.05267130001448095,,
data13,13,Held-Karp,,1,176.68586268367727,0.044860700028948486,,
data13,13,Held-Karp,,2,176.68586268367727,0.045040199998766184,,
data13,13,Held-Karp,,3,176.68586268367727,0.04066990001592785,,
data13,13,Held-Karp,,4,176.68586268367727,0.04303010000148788,,
data13,13,Held-Karp,,5,176.68586268367727,0.04081830003997311,,
data13,13,Held-Karp,,6,176.68586268367727,0.043687299999874085,,
data13,13,Held-Karp,,7,176.68586268367727,0.042617800005245954,,
data13,13,Held-Karp,,8,176.68586268367727,0.04401569999754429,,
data13,13,Held-Karp,,9,176.68586268367727,0.037350600003264844,,
data13,13,Held-Karp,,10,176.68586268367727,0.04596349998610094,,
data13,13,Held-Karp,,11,176.68586268367727,0.03930369997397065,,
data13,13,Held-Karp,,12,176.68586268367727,0.04124019999289885,,
data13,13,Nearest-Neighbor,,0,247.39860570898864,0.00010430003749206662,,
data13,13,Nearest-Neighbor,,1,249.50602223947607,8.229998638853431e-05,,
data13,13,Nearest-Neighbor,,2,243.22602168432658,9.030004730448127e-05,,
data13,13,Nearest-Neighbor,,3,204.97013393113917,8.709996473044157e-05,,
data13,13,Nearest-Neighbor,,4,214.59272578036916,7.570005254819989e-05,,
data13,13,Nearest-Neighbor,,5,254.25988243812608,5.7100027333945036e-05,,
data13,13,Nearest-Neighbor,,6,246.34889905586422,5.2799994591623545e-05,,
data13,13,Nearest-Neighbor,,7,220.16654334775134,5.259999306872487e-05,,
data13,13,Nearest-Neighbor,,8,207.58277538639572,4.9099966417998075e-05,,
data13,13,Nearest-Neighbor,,9,197.89906611927373,7.790001109242439e-05,,
data13,13,Nearest-Neighbor,,10,208.70269638878278,8.669996168464422e-05,,
data13,13,Nearest-Neighbor,,11,183.75693049554275,7.670000195503235e-05,,
data13,13,Nearest-Neighbor,,12,183.75693049554275,5.690002581104636e-05,,
data13,13,Genetic Algorithm,0,0,176.68586268367724,0.05761650000931695,,
data13,13,Genetic Algorithm,1,1,176.68586268367724,0.06001650000689551,,
data13,13,Genetic Algorithm,2,2,176.68586268367724,0.058350700011942536,,
data13,13,Genetic Algorithm,3,3,176.68586268367724,0.05386089999228716,,
data13,13,Genetic Algorithm,4,4,176.68586268367727,0.053150299994740635,,
data13,13,Genetic Algorithm,5,5,176.68586268367724,0.05774419999215752,,
data13,13,Genetic Algorithm,6,6,176.68586268367724,0.05661660002078861,,
data13,13,Genetic Algorithm,7,7,176.68586268367724,0.0609921999857761,,
data13,13,Genetic Algorithm,8,8,176.68586268367724,0.06053700001211837,,
data13,13,Genetic Algorithm,9,9,176.68586268367724,0.061919699946884066,,
data13,13,Genetic Algorithm,10,10,176.68586268367724,0.05596650001825765,,
data13,13,Genetic Algorithm,11,11,176.68586268367724,0.057925400033127517,,
data13,13,Genetic Algorithm,12,12,176.68586268367724,0.05667989997891709,,
data13,13,Held-Karp,,0,176.68586268367727,0.04628670000238344,,
data13,13,Held-Karp,,1,176.68586268367727,0.04350549995433539,,
data13,13,Held-Karp,,2,176.68586268367727,0.04154449998168275,,
data13,13,Held-Karp,,3,176.68586268367727,0.04332639998756349,,
data13,13,Held-Karp,,4,176.68586268367727,0.04716349998489022,,
data13,13,Held-Karp,,5,176.68586268367727,0.043728900025598705,,
data13,13,Held-Karp,,6,176.68586268367727,0.042179200041573495,,
data13,13,Held-Karp,,7,176.68586268367727,0.04371530003845692,,
data13,13,Held-Karp,,8,176.68586268367727,0.04106969997519627,,
data13,13,Held-Karp,,9,176.68586268367727,0.04696680000051856,,
data13,13,Held-Karp,,10,176.68586268367727,0.037495700002182275,,
data13,13,Held-Karp,,11,176.68586268367727,0.04321729997172952,,
data13,13,Held-Karp,,12,176.68586268367727,0.04126689996337518,,
data13,13,Nearest-Neighbor,,0,247.39860570898864,6.779999239370227e-05,,
data13,13,Nearest-Neighbor,,1,249.50602223947607,9.71999834291637e-05,,
data13,13,Nearest-Neighbor,,2,243.22602168432658,6.280001252889633e-05,,
data13,13,Nearest-Neighbor,,3,204.97013393113917,5.630002124235034e-05,,
data13,13,Nearest-Neighbor,,4,214.59272578036916,5.45999500900507e-05,,
data13,13,Nearest-Neighbor,,5,254.25988243812608,5.299999611452222e-05,,
data13,13,Nearest-Neighbor,,6,246.34889905586422,5.289999535307288e-05,,
data13,13,Nearest-Neighbor,,7,220.16654334775134,5.4800009820610285e-05,,
data13,13,Nearest-Neighbor,,8,207.58277538639572,6.669998401775956e-05,,
data13,13,Nearest-Neighbor,,9,197.89906611927373,6.029999349266291e-05,,
data13,13,Nearest-Neighbor,,10,208.70269638878278,5.789997521787882e-05,,
data13,13,Nearest-Neighbor,,11,183.75693049554275,5.370000144466758e-05,,
data13,13,Nearest-Neighbor,,12,183.75693049554275,6.120000034570694e-05,,
data13,13,Genetic Algorithm,0,0,176.68586268367724,0.058334400004241616,,
data13,13,Genetic Algorithm,1,1,176.68586268367724,0.059555499989073724,,
data13,13,Genetic Algorithm,2,2,176.68586268367724,0.05589110002620146,,
data13,13,Genetic Algorithm,3,3,176.68586268367724,0.06424460001289845,,
data13,13,Genetic Algorithm,4,4,176.68586268367727,0.06885780004085973,,
data13,13,Genetic Algorithm,5,5,176.68586268367724,0.056333999964408576,,
data13,13,Genetic Algorithm,6,6,176.68586268367724,0.05466870003147051,,
data13,13,Genetic Algorithm,7,7,176.68586268367724,0.06215040001552552,,
data13,13,Genetic Algorithm,8,8,176.68586268367724,0.05911349999951199,,
data13,13,Genetic Algorithm,9,9,176.68586268367724,0.05647110001882538,,
data13,13,Genetic Algorithm,10,10,176.68586268367724,0.06480130000272766,,
data13,13,Genetic Algorithm,11,11,176.68586268367724,0.07324619998689741,,
data13,13,Genetic Algorithm,12,12,176.68586268367724,0.0959586999961175,,
data13,13,Held-Karp,,0,176.68586268367727,0.046618000022135675,,
data13,13,Held-Karp,,1,176.68586268367727,0.050505699997302145,,
data13,13,Held-Karp,,2,176.68586268367727,0.05173020000802353,,
data13,13,Held-Karp,,3,176.68586268367727,0.0719132000231184,,
data13,13,Held-Karp,,4,176.68586268367727,0.06372799997916445,,
data13,13,Held-Karp,,5,176.68586268367727,0.06376659998204559,,
data13,13,Held-Karp,,6,176.68586268367727,0.052262999990489334,,
data13,13,Held-Karp,,7,176.68586268367727,0.048819599964190274,,
data13,13,Held-Karp,,8,176.68586268367727,0.044087199959903955,,
data13,13,Held-Karp,,9,176.68586268367727,0.047422299976460636,,
data13,13,Held-Karp,,10,176.68586268367727,0.042088699992746115,,
data13,13,Held-Karp,,11,176.68586268367727,0.09426109999185428,,
data13,13,Held-Karp,,12,176.68586268367727,0.048498000018298626,,
data13,13,Nearest-Neighbor,,0,247.39860570898864,9.789998875930905e-05,,
data13,13,Nearest-Neighbor,,1,249.50602223947607,9.250000584870577e-05,,
data13,13,Nearest-Neighbor,,2,243.22602168432658,0.00010760000441223383,,
data13,13,Nearest-Neighbor,,3,204.97013393113917,0.0001632000203244388,,
data13,13,Nearest-Neighbor,,4,214.59272578036916,8.520000847056508e-05,,
data13,13,Nearest-Neighbor,,5,254.25988243812608,8.649996016174555e-05,,
data13,13,Nearest-Neighbor,,6,246.34889905586422,8.490000618621707e-05,,
data13,13,Nearest-Neighbor,,7,220.16654334775134,6.38000201433897e-05,,
data13,13,Nearest-Neighbor,,8,207.58277538639572,8.290004916489124e-05,,
data13,13,Nearest-Neighbor,,9,197.89906611927373,5.9699988923966885e-05,,
data13,13,Nearest-Neighbor,,10,208.70269638878278,5.889998283237219e-05,,
data13,13,Nearest-Neighbor,,11,183.75693049554275,5.760003114119172e-05,,
data13,13,Nearest-Neighbor,,12,183.75693049554275,5.8100034948438406e-05,,
data13,13,Genetic Algorithm,0,0,176.68586268367724,0.06271809997269884,,
data13,13,Genetic Algorithm,1,1,176.68586268367724,0.05832479998935014,,
data13,13,Genetic Algorithm,2,2,176.68586268367724,0.052174100012052804,,
data13,13,Genetic Algorithm,3,3,176.68586268367724,0.053126399987377226,,
data13,13,Genetic Algorithm,4,4,176.68586268367727,0.0627546000177972,,
data13,13,Genetic Algorithm,5,5,176.68586268367724,0.05567759997211397,,
data13,13,Genetic Algorithm,6,6,176.68586268367724,0.060027899977285415,,
data13,13,Genetic Algorithm,7,7,176.68586268367724,0.057733699970413,,
data13,13,Genetic Algorithm,8,8,176.68586268367724,0.060765900008846074,,
data13,13,Genetic Algorithm,9,9,176.68586268367724,0.11848040000768378,,
data13,13,Genetic Algorithm,10,10,176.68586268367724,0.05713410000316799,,
data13,13,Genetic Algorithm,11,11,176.68586268367724,0.06088210002053529,,
data13,13,Genetic Algorithm,12,12,176.68586268367724,0.05670229997485876,,
data13,13,Held-Karp,,0,176.68586268367727,0.0490956999710761,,
data13,13,Held-Karp,,1,176.68586268367727,0.0467134999926202,,
data13,13,Held-Karp,,2,176.68586268367727,0.04200489999493584,,
data13,13,Held-Karp,,3,176.68586268367727,0.04366279998794198,,
data13,13,Held-Karp,,4,176.68586268367727,0.041406899981666356,,
data13,13,Held-Karp,,5,176.68586268367727,0.043952499981969595,,
data13,13,Held-Karp,,6,176.68586268367727,0.05234250001376495,,
data13,13,Held-Karp,,7,176.68586268367727,0.03992589999688789,,
data13,13,Held-Karp,,8,176.68586268367727,0.04581419995520264,,
data13,13,Held-Karp,,9,176.68586268367727,0.04817429999820888,,
data13,13,Held-Karp,,10,176.68586268367727,0.04753129999153316,,
data13,13,Held-Karp,,11,176.68586268367727,0.05118509999010712,,
data13,13,Held-Karp,,12,176.68586268367727,0.07226530002662912,,
data13,13,Nearest-Neighbor,,0,247.39860570898864,0.00014519999967887998,,
data13,13,Nearest-Neighbor,,1,249.50602223947607,0.00010240002302452922,,
data13,13,Nearest-Neighbor,,2,243.22602168432658,0.0001134999911300838,,
data13,13,Nearest-Neighbor,,3,204.97013393113917,9.679998038336635e-05,,
data13,13,Nearest-Neighbor,,4,214.59272578036916,9.609997505322099e-05,,
data13,13,Nearest-Neighbor,,5,254.25988243812608,0.00011419999646022916,,
data13,13,Nearest-Neighbor,,6,246.34889905586422,9.220000356435776e-05,,
data13,13,Nearest-Neighbor,,7,220.16654334775134,0.00011570000788196921,,
data13,13,Nearest-Neighbor,,8,207.58277538639572,9.200000204145908e-05,,
data13,13,Nearest-Neighbor,,9,197.89906611927373,8.939998224377632e-05,,
data13,13,Nearest-Neighbor,,10,208.70269638878278,0.00013529998250305653,,
data13,13,Nearest-Neighbor,,11,183.75693049554275,0.00011870003072544932,,
data13,13,Nearest-Neighbor,,12,183.75693049554275,0.00013499998021870852,,
data13,13,Genetic Algorithm,0,0,176.68586268367724,0.088525099970866,,
data13,13,Genetic Algorithm,1,1,176.68586268367724,0.07631870004115626,,
data13,13,Genetic Algorithm,2,2,176.68586268367724,0.06780180003261194,,
data13,13,Genetic Algorithm,3,3,176.68586268367724,0.06296829995699227,,
data13,13,Genetic Algorithm,4,4,176.68586268367727,0.06290660001104698,,
data13,13,Genetic Algorithm,5,5,176.68586268367724,0.060112299979664385,,
data13,13,Genetic Algorithm,6,6,176.68586268367724,0.05729480000445619,,
data13,13,Genetic Algorithm,7,7,176.68586268367724,0.05640220001805574,,
data13,13,Genetic Algorithm,8,8,176.68586268367724,0.0601349999778904,,
data13,13,Genetic Algorithm,9,9,176.68586268367724,0.05330919998232275,,
data13,13,Genetic Algorithm,10,10,176.68586268367724,0.05353139998624101,,
data13,13,Genetic Algorithm,11,11,176.68586268367724,0.06366179999895394,,
data13,13,Genetic Algorithm,12,12,176.68586268367724,0.05728940002154559,,
data13,13,Held-Karp,,0,176.68586268367727,0.04284329997608438,,
data13,13,Held-Karp,,1,176.68586268367727,0.041946399956941605,,
data13,13,Held-Karp,,2,176.68586268367727,0.040712399990297854,,
data13,13,Held-Karp,,3,176.68586268367727,0.04080590000376105,,
data13,13,Held-Karp,,4,176.68586268367727,0.04259929998079315,,
data13,13,Held-Karp,,5,176.68586268367727,0.04625320003833622,,
data13,13,Held-Karp,,6,176.68586268367727,0.039829200017265975,,
data13,13,Held-Karp,,7,176.68586268367727,0.04100959998322651,,
data13,13,Held-Karp,,8,176.68586268367727,0.040549199969973415,,
data13,13,Held-Karp,,9,176.68586268367727,0.04436989995883778,,
data13,13,Held-Karp,,10,176.68586268367727,0.043938999995589256,,
data13,13,Held-Karp,,11,176.68586268367727,0.04327859997283667,,
data13,13,Held-Karp,,12,176.68586268367727,0.04090459999861196,,
data13,13,Nearest-Neighbor,,0,247.39860570898864,6.839999696239829e-05,,
data13,13,Nearest-Neighbor,,1,249.50602223947607,6.10999995842576e-05,,
data13,13,Nearest-Neighbor,,2,243.22602168432658,5.500001134350896e-05,,
data13,13,Nearest-Neighbor,,3,204.97013393113917,5.949998740106821e-05,,
data13,13,Nearest-Neighbor,,4,214.59272578036916,5.500001134350896e-05,,
data13,13,Nearest-Neighbor,,5,254.25988243812608,5.2799994591623545e-05,,
data13,13,Nearest-Neighbor,,6,246.34889905586422,5.830003647133708e-05,,
data13,13,Nearest-Neighbor,,7,220.16654334775134,5.6999968364834785e-05,,
data13,13,Nearest-Neighbor,,8,207.58277538639572,5.600001895800233e-05,,
data13,13,Nearest-Neighbor,,9,197.89906611927373,5.6999968364834785e-05,,
